appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
91800,Cloning Clyde,2011-03-15,1,Bacon Wrapped Games,NinjaBee,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Casual;Indie,Casual;Indie;Platformer,25,77,9,0,0,20000-50000,3.99
354860,The Adventures of Tree,2016-03-01,1,NinjaISV;TigerNDV,Tiger Studios,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,93,303,95,290,290,50000-100000,3.99
769920,Odysseus Kosmos and his Robot Quest: Episode 1,2018-01-12,1,Pavel Kostin,HeroCraft,windows,0,Single-player;Steam Achievements,Indie,Indie;Sci-fi;Point & Click,24,155,43,181,181,100000-200000,0.0
687920,Tropical Liquor,2018-03-09,1,Tentacle Games,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Casual;Indie,Sexual Content;Nudity;Casual,19,444,95,483,483,20000-50000,7.19
525190,The Construct,2016-09-12,1,Cannibal Panda Studios,Cannibal Panda Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,10,21,28,368,368,20000-50000,1.99
611790,House Party,2017-06-30,1,"Eek! Games, LLC","Eek! Games, LLC",windows,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;Simulation;Early Access,Early Access;Sexual Content;Nudity,32,3329,593,313,349,100000-200000,10.99
511340,Existentia,2016-08-08,1,SmartHart Games,SmartHart Games,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Post-apocalyptic,0,53,51,213,214,100000-200000,2.09
8600,RACE 07,2007-10-15,1,SimBin,SimBin,windows,0,Single-player;Multi-player,Racing,Racing;Simulation;Driving,0,1684,348,1636,218,1000000-2000000,2.49
365360,Battle Brothers,2017-03-24,1,Overhype Studios,Overhype Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Strategy;Turn-Based Combat;Medieval,89,5181,709,0,0,100000-200000,22.99
433670,Professional Farmer 2017,2016-03-23,1,VIS-Games,United Independent Entertainment GmbH,windows,0,Single-player;Steam Achievements;Full controller support,Simulation,Simulation,30,63,116,0,0,20000-50000,10.99
785030,Little Adventurer III,2018-02-01,1,hubiao,hubiao,windows,0,Single-player,Casual;Indie,Casual;Indie,0,12,34,0,0,20000-50000,1.69
40400,AI War: Fleet Command,2009-10-21,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;RTS;Space,322,1109,205,248,338,200000-500000,6.99
314410,Rampage Knights,2015-09-04,1,Rake in Grass,Rake in Grass,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Beat 'em up;Co-op,84,2301,189,290,315,200000-500000,8.99
378540,The Surge,2017-05-15,1,Deck13,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Souls-like;Action;RPG,67,3220,1113,422,422,200000-500000,24.99
578310,BRAIN / OUT,2017-02-24,1,Desertkun,Desertkun,windows;mac;linux,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Shooter,84,8343,2112,1433,77,1000000-2000000,0.0
241240,Contraption Maker,2014-07-07,1,Game Dev Castle,Top Meadow,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Casual;Indie;Simulation,Puzzle;Physics;Indie,22,959,92,102,150,200000-500000,7.19
393430,Ice Lakes,2016-04-19,1,Iceflake Studios,Iceflake Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Fishing,60,822,162,853,1217,100000-200000,10.99
723780,Modern Combat Versus,2017-12-19,1,Gameloft,Gameloft,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Adventure;Free to Play,Free to Play;Multiplayer;FPS,21,2012,1610,556,206,500000-1000000,0.0
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014-10-15,1,Phoenix Online Studios;Pinkerton Road Studio,Pinkerton Road Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats,Adventure,Adventure;Point & Click;Mystery,51,570,66,305,305,50000-100000,12.99
282440,Quake Live™,2014-09-17,1,id Software,Bethesda Softworks,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Action,FPS;Multiplayer;Arena Shooter,58,10227,1956,1265,1263,2000000-5000000,6.99
494720,Morphblade,2017-03-03,1,Suspicious Developments,Suspicious Developments,windows,0,Single-player,Casual;Indie,Casual;Indie;Strategy,0,300,27,22,22,50000-100000,3.99
871990,BattleRush 2,2018-10-18,1,Thunder Devs.,Thunder Devs.,windows,0,Single-player;Multi-player;MMO;Steam Trading Cards,Action;Massively Multiplayer,Massively Multiplayer;Action;World War II,16,342,141,0,0,50000-100000,5.79
48700,Mount & Blade: Warband,2010-03-31,1,TaleWorlds Entertainment,TaleWorlds Entertainment,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;RPG,Medieval;RPG;Open World,80,75872,2213,7932,1884,2000000-5000000,14.99
226720,LOST PLANET® 3,2013-08-26,1,Spark Unlimited,Capcom,windows,0,Single-player;Multi-player;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action,Action;Third-Person Shooter;Sci-fi,50,1597,1002,155,155,200000-500000,19.99
252530,OMSI 2: Steam Edition,2013-12-11,1,MR-Software GbR,Aerosoft GmbH,windows,0,Single-player;Full controller support;Includes level editor,Casual;Simulation,Simulation;Driving;Realistic,0,2717,803,7999,7999,100000-200000,27.11
110400,inMomentum,2011-10-31,1,Digital Arrow,White Rabbit Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Racing,Racing;Indie;Parkour,37,117,40,0,0,50000-100000,6.99
697610,Idle Bouncer,2017-09-27,1,Upturn Games,Upturn Games,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Stats,Casual;Free to Play,Free to Play;Casual;Clicker,22,149,21,0,0,200000-500000,0.0
532110,Rusty Lake: Roots,2016-10-20,1,Rusty Lake,Rusty Lake,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Puzzle;Indie;Adventure,16,1996,110,140,159,100000-200000,1.99
418190,Helen's Mysterious Castle,2016-03-18,1,Satsu,AGM PLAYISM,windows,0,Single-player;Full controller support;Steam Trading Cards,Casual;Indie;RPG,RPG;Indie;Casual,0,513,31,287,287,20000-50000,1.59
341380,Countless Rooms of Death,2015-01-09,1,HCP Games,HCPGames,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Horror,0,8,25,316,339,20000-50000,0.79
258950,Montague's Mount,2013-11-19,1,PolyPusher Studios,PolyPusher Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Walking Simulator,20,241,168,125,125,20000-50000,3.99
41700,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,1,GSC Game World,GSC Game World,windows,0,Single-player;Multi-player,Action;RPG,Open World;Atmospheric;Post-apocalyptic,0,10172,470,1969,3186,1000000-2000000,12.99
525070,Captain Lycop : Invasion of the Heters,2017-02-10,1,Aéronie,Aéronie,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;Indie,Action;Indie;Adventure,16,14,2,0,0,20000-50000,0.79
257510,The Talos Principle,2014-12-11,1,Croteam,Devolver Digital;Croteam,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Puzzle;First-Person;Sci-fi,40,17237,785,230,186,1000000-2000000,29.99
732430,Superflight,2017-11-08,1,GrizzlyGames,GrizzlyGames,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Racing;Sports,Indie;Casual;Relaxing,24,5243,193,87,15,200000-500000,2.09
513630,Squeezone,2016-09-16,1,Versus System,Dagestan Technology,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,8,66,64,276,302,100000-200000,3.19
823130,Totally Accurate Battlegrounds,2018-06-05,1,Landfall,Landfall,windows,0,Online Multi-Player,Action;Indie,Multiplayer;Funny;Battle Royale,0,20961,4890,478,47,1000000-2000000,3.99
733990,I Can't Believe It's Not Gambling,2017-12-11,1,Mutant Entertainment Studios,Mutant Entertainment Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Casual;Simulation;Indie,29,1024,68,350,350,50000-100000,0.79
33980,Pound of Ground,2010-11-05,1,Centauri Production,Bohemia Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats,Action,Action;Zombies;Third-Person Shooter,26,78,49,0,0,20000-50000,8.99
304730,Train Fever,2014-09-04,1,Urban Games,Good Shepherd Entertainment,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Simulation;Trains;Management,39,1947,1143,130,130,200000-500000,14.99
363620,Tea Party Simulator 2015™,2015-04-23,1,Liens;Power Up to Maximum,Liens;Power Up to Maximum,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support,Action;Indie;Simulation,Simulation;Indie;Action,28,472,214,337,485,100000-200000,6.99
598330,SimAirport,2017-03-06,1,LVGameDev LLC,LVGameDev LLC,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Management;Simulation,10,1369,398,0,0,50000-100000,18.99
341550,Super Cyborg,2015-07-08,1,Artur Games;Music by Darkman007,Artur Games,windows,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Retro,35,400,45,0,0,20000-50000,3.99
596650,Tap Adventure: Time Travel,2017-03-03,1,Avallon Alliance,Panoramik inc,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Adventure;Free to Play,Free to Play;Clicker;Fantasy,116,499,244,2860,4285,100000-200000,0.0
6400,Joint Task Force,2007-03-27,1,Most Wanted Entertainment,HD Publishing,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen,Action;Strategy,Strategy;Action;RTS,0,100,15,0,0,20000-50000,5.79
355240,NEO AQUARIUM - The King of Crustaceans -,2015-06-08,1,Nussoft,AGM PLAYISM,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;Underwater,21,174,45,42,42,20000-50000,5.99
311250,Doorways: The Underworld,2014-09-17,1,Saibot Studios,Saibot Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Indie,5,247,91,220,220,50000-100000,6.99
259680,Tales of Maj'Eyal,2013-12-12,1,Netcore Games,Netcore Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie;RPG,Rogue-like;RPG;Turn-Based,1746,2748,133,7117,10627,200000-500000,4.99
773951,Freeman: Guerrilla Warfare,2018-02-01,1,KK Game Studio,KK Game Studio,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG;Strategy;Early Access,Early Access;Strategy;FPS,0,4623,860,1243,1263,200000-500000,11.39
291270,Vitrum,2014-04-22,1,9heads Game Studios,9heads Game Studios,windows,0,Single-player;Steam Trading Cards;Includes level editor,Action;Casual;Indie,Indie;Action;Casual,0,27,37,0,0,20000-50000,1.59
939520,HELLGATE: London,2018-11-15,1,T3Entertainment,HanbitSoft Inc.,windows,0,Single-player,Action;RPG,RPG;Action;Demons,0,672,507,0,0,50000-100000,10.29
642520,Trio,2017-06-08,1,Paper Plane,Paper Plane,windows,0,Single-player;Steam Achievements,Casual,Casual;Indie;2D,678,58,38,0,0,20000-50000,0.79
217200,Worms Armageddon,2013-03-19,1,Team17 Digital Ltd,Team17 Digital Ltd,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen,Strategy,Strategy;Multiplayer;Classic,0,3517,231,246,470,500000-1000000,10.99
422420,Godus Wars,2016-02-03,1,22cans,22cans,windows;mac,0,Single-player;Partial Controller Support;Steam Cloud,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,0,91,440,0,0,100000-200000,10.99
576730,Spirit of Maya,2017-01-06,1,Blind Recluse,Blind Recluse,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie,0,26,15,559,559,20000-50000,1.69
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,2018-02-23,1,Stegersaurus Software Inc.,Stegersaurus Software Inc.,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Simulation;Sports,Indie;Sports;Simulation,9,168,23,257,257,20000-50000,5.19
694500,Army Men RTS,2017-12-20,1,Pandemic Studios,2K,windows,0,Single-player,Action;Strategy,Strategy;Action;RTS,0,152,28,0,0,20000-50000,4.69
218090,Unity of Command: Stalingrad Campaign,2012-10-17,1,2x2 Games,2x2 Games,windows;mac;linux,0,Single-player;Multi-player,Indie;Strategy,Strategy;World War II;Turn-Based Strategy,0,504,116,8368,8368,100000-200000,14.99
603360,CryptoMoneya,2017-09-03,1,azimut team,azimut team,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual,69,43,36,424,424,100000-200000,0.79
317710,Velocibox,2014-09-08,1,Shawn Beck,Shawn Beck,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Difficult,24,527,68,199,199,50000-100000,4.59
270110,Block Story™,2015-12-10,1,"MindBlocks Studio, LLC","MindBlocks Studio, LLC",windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;RPG,RPG;Adventure;Sandbox,35,295,157,0,0,20000-50000,1.99
387870,Mold on Pizza 🍕,2015-09-25,1,BTNcafe,BTNcafe,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Strategy,Strategy;Action;Indie,36,95,23,13,13,20000-50000,4.79
356430,Chris Sawyer's Locomotion™,2015-03-17,1,Chris Sawyer,Atari,windows,0,Single-player;Multi-player,Simulation;Strategy,Simulation;Strategy;Trains,0,195,56,0,0,20000-50000,4.79
339580,Ember,2016-09-09,1,N-Fusion Interactive,505 Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;RPG;Indie,22,439,138,0,0,50000-100000,6.99
323580,Jotun: Valhalla Edition,2015-09-29,1,Thunder Lotus Games,Thunder Lotus Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Mythology;Action,36,5325,1470,203,216,2000000-5000000,11.39
371010,Nomad Fleet,2016-04-19,1,Autarca,Autarca,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Space,15,102,51,0,0,20000-50000,3.99
581630,Sword With Sauce,2018-03-20,1,Diatomic Games,Diatomic Games,windows,0,Single-player,Violent;Action;Casual,Action;Violent;Stealth,0,3560,680,577,939,200000-500000,2.09
39140,FINAL FANTASY VII,2013-07-04,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Partial Controller Support,RPG,JRPG;RPG;Classic,36,11722,878,2443,2805,1000000-2000000,9.99
562410,Panty Party,2017-01-24,1,Animu Game,Animu Game,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie;Simulation,Anime;Sexual Content;Memes,18,653,52,14,14,20000-50000,6.99
247000,Talisman: Digital Edition,2014-02-25,1,Nomad Games,Asmodee Digital,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG;Strategy,Board Game;Turn-Based;Multiplayer,237,2975,986,332,531,200000-500000,5.19
271730,Light,2014-07-14,1,Just A Pixel Ltd.,Team17 Digital Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;Strategy,Indie;Action;Strategy,13,192,138,231,231,50000-100000,9.99
482300,Investigator,2016-06-01,1,AdroVGames,AdroVGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;Simulation,Adventure;Indie;Horror,52,471,170,0,0,20000-50000,1.59
235360,Prime World: Defenders,2013-06-05,1,Nival,Nival,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie;RPG;Strategy,Tower Defense;Strategy;Indie,134,673,213,739,739,100000-200000,6.99
585900,Harvest Moon: Light of Hope Special Edition,2017-11-14,1,"TABOT, inc.;Natsume Inc.",Natsume Inc.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;RPG;Simulation,RPG;Simulation;Adventure,28,397,131,262,262,20000-50000,15.49
449340,Serafina's Crown,2016-03-15,1,Woodsy Studio,Thesis Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Visual Novel,25,26,10,0,0,20000-50000,5.59
494220,Blight of the Immortals,2016-10-25,1,Iron Helmet Games,Iron Helmet Games,windows;mac,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Strategy,Strategy;Co-op;Multiplayer,0,28,19,0,0,20000-50000,0.0
444930,Zaccaria Pinball,2016-06-16,1,Magic Pixel Kft.,Magic Pixel Kft.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Free to Play;Indie;Simulation;Sports;Early Access,Early Access;Free to Play;Pinball,4034,315,91,0,0,100000-200000,0.0
860950,Mark of the Ninja: Remastered,2018-10-09,1,Klei Entertainment,Klei Entertainment ,windows;mac;linux,16,Single-player;Steam Achievements;Full controller support;Steam Cloud;Commentary available,Action;Indie,Action;Indie;Violent,38,802,47,162,289,50000-100000,15.49
